,Loan ID,Customer ID,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
5264,4a709a7d-cdcb-439f-b8f0-6c8a8a7f3f7f,be069cef-46b3-4417-95c8-06fa4b9ea885,Fully Paid,602492.0,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,32139.64,17.0,8.0,9.0,0.0,558676.0,1421750.0,0.0,0.0
5265,33eaf747-07d3-4ce5-8e0c-eeba975435c3,a7dec220-62bb-4df8-ba62-413b5b8d627a,Fully Paid,80080.0,Short Term,696.0,874190.0,10+ years,Rent,Debt Consolidation,12967.12,18.3,13.0,14.0,1.0,312873.0,453992.0,1.0,0.0
5266,09732930-a81f-4336-b73b-c4014dc6f851,cb9df5ea-e000-4d65-863d-df30900dac06,Charged Off,264110.0,Short Term,7130.0,665266.0,2 years,Rent,Debt Consolidation,8482.17,10.8,61.0,7.0,0.0,115862.0,292930.0,0.0,0.0
5267,49e8a83d-7893-468b-a912-afa8a3572b51,6896541c-5d46-438d-abfd-a7a4cdfb4148,Charged Off,587642.0,Long Term,7130.0,2218003.0,1 year,Own Home,Debt Consolidation,43251.22,25.0,,11.0,0.0,496945.0,1085678.0,0.0,0.0
5268,280fc984-e59a-4b6c-951d-bfc3fa1fff96,b31a2c3b-f528-47b0-8149-9f4006bd22e6,Charged Off,437536.0,Long Term,671.0,1322552.0,5 years,Own Home,Debt Consolidation,32071.81,11.6,,26.0,0.0,561184.0,1058288.0,0.0,0.0
5269,5f912deb-755b-4c32-aa42-cadd22965bc1,9e23302e-9b7a-4bac-bb1a-3d79f3a182a4,Fully Paid,569470.0,Long Term,693.0,1368551.0,10+ years,Home Mortgage,Debt Consolidation,26344.45,14.1,,17.0,0.0,124108.0,487102.0,0.0,0.0
5270,6f0f4e3b-f253-41ea-a4eb-dbd799c3ed03,b46f7168-2918-4c50-ae19-d21341b80de9,Fully Paid,754754.0,Short Term,725.0,2329647.0,7 years,Home Mortgage,Debt Consolidation,32420.65,18.0,77.0,12.0,0.0,708871.0,915024.0,0.0,0.0
5271,9f314cdd-2d12-4b6f-83cc-ea14172f17aa,2f2447bc-09c9-4aad-9689-84e84a912af2,Fully Paid,519992.0,Short Term,737.0,1981244.0,10+ years,Home Mortgage,Debt Consolidation,38799.14,19.6,,14.0,0.0,737732.0,1081300.0,0.0,0.0
5272,2601ca0d-19ab-4421-981d-c977f0b22cfb,38b92195-e405-46a2-8d95-e9698013ae2b,Fully Paid,331782.0,Short Term,742.0,840522.0,7 years,Home Mortgage,Debt Consolidation,16319.86,17.2,28.0,10.0,0.0,178315.0,278652.0,0.0,0.0
5273,af09213f-c13d-4606-a57c-619dc6980f88,c01a89a0-9a94-41f9-bf61-f049e5160b53,Fully Paid,42152.0,Short Term,749.0,597835.0,4 years,Rent,Debt Consolidation,5639.58,14.0,,9.0,0.0,21812.0,765116.0,0.0,0.0
5274,3ef062cb-11ca-4da4-a01e-d4df847e19eb,b2e0fbb3-18fd-40e4-b263-0a49274bc203,Fully Paid,518452.0,Short Term,,,10+ years,Own Home,Debt Consolidation,41043.42,24.7,,9.0,0.0,838603.0,1359974.0,0.0,0.0
5275,b7785072-d187-47ce-9119-e8bc40867bb1,89b42fb4-4fdb-417f-8147-5f820cde6894,Fully Paid,168476.0,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,20511.64,12.1,50.0,18.0,0.0,287831.0,1003816.0,0.0,0.0
5276,f26f8bfe-d856-42ec-b955-167170fce085,22d9f02e-6bff-42ad-89b6-94eaf8524f87,Charged Off,193138.0,Short Term,,,10+ years,Own Home,Debt Consolidation,8990.04,12.4,,10.0,0.0,221160.0,317702.0,0.0,0.0
5277,0b7a59d8-28d2-44c5-98bc-28d437a3118e,d19a5259-a217-40ce-8096-876cf05445f2,Fully Paid,519024.0,Short Term,712.0,1359678.0,3 years,Rent,Debt Consolidation,13506.34,17.2,,11.0,0.0,194408.0,376420.0,0.0,0.0
5278,bf8f8dcd-0efb-4ab3-a09b-5e601e658324,8b90bfa7-e823-47fe-8faa-db837f3bcf01,Fully Paid,778624.0,Long Term,,,10+ years,Home Mortgage,Debt Consolidation,43501.07,21.1,,15.0,0.0,553584.0,709830.0,0.0,0.0
5279,860da3a5-8915-4c44-8ce6-5aa0f897157e,53a3ab56-6fc6-4f41-898a-1e63880d0dea,Charged Off,110352.0,Short Term,7360.0,327332.0,2 years,Rent,Debt Consolidation,3573.33,11.0,68.0,9.0,0.0,150043.0,414656.0,0.0,0.0
5280,b23ff2f7-4f33-40a7-ae86-d10e47af1d85,e0dd0a1f-29a0-4c5d-a4e5-33b1ad6a4cdd,Fully Paid,284680.0,Long Term,,,9 years,Rent,Debt Consolidation,14622.21,16.1,,12.0,0.0,153330.0,291038.0,0.0,0.0
5281,42aab0e4-c376-40d4-915a-36cf75fdf3d5,556f2214-db33-49cf-95bf-40fc6d92739f,Fully Paid,179102.0,Short Term,712.0,431224.0,10+ years,Own Home,Debt Consolidation,5210.75,32.0,,11.0,1.0,146452.0,306086.0,0.0,0.0
5282,574e4590-cda3-4f29-9957-263777d211a1,1114ffb5-f365-4ec4-a10c-c7678a153f7d,Fully Paid,200772.0,Short Term,723.0,1881209.0,9 years,Rent,Debt Consolidation,33391.36,16.6,,25.0,0.0,684570.0,939180.0,0.0,0.0
5283,90927aed-8909-46e9-968c-0ef2844f0791,b5d027eb-9533-4309-a15d-360aac3e9098,Fully Paid,99999999.0,Short Term,744.0,2685536.0,10+ years,Home Mortgage,Debt Consolidation,35628.04,31.0,32.0,12.0,0.0,178809.0,1353286.0,0.0,0.0
5284,cd811dce-dde8-4922-80e3-2d8351f48449,25ae8739-05ef-449e-9518-d25d5adaabfd,Fully Paid,215358.0,Short Term,710.0,985758.0,10+ years,Home Mortgage,Home Improvements,10752.86,17.3,75.0,6.0,0.0,41933.0,49544.0,0.0,0.0
5285,8c02bae8-2d12-472c-87eb-8b7c2ba6565a,6751f814-5d60-4e83-a64a-4fe4f40bf559,Charged Off,222926.0,Short Term,736.0,625708.0,2 years,Own Home,Debt Consolidation,4197.48,13.5,51.0,12.0,0.0,151563.0,338778.0,0.0,0.0
5286,2326ffac-2740-4626-9ccc-3a17d7132b55,fff1c4f9-1cf5-426e-a1ad-541d24dfb919,Fully Paid,99999999.0,Long Term,714.0,1419034.0,10+ years,Home Mortgage,Debt Consolidation,1454.64,21.7,60.0,4.0,0.0,61237.0,198044.0,0.0,0.0
5287,4fdccb5a-a652-4307-ba0a-923ea4796ff3,e8910b51-06d9-4dbb-aa84-3992c0464108,Charged Off,334686.0,Short Term,7400.0,770792.0,< 1 year,Rent,Debt Consolidation,9634.9,18.6,40.0,3.0,1.0,51224.0,231660.0,1.0,0.0
5288,3541f371-247d-4bad-813d-382782b668bb,427e478e-536f-4520-8e38-40618c239bfd,Fully Paid,207416.0,Short Term,738.0,1212903.0,10+ years,Home Mortgage,Debt Consolidation,7691.77,24.9,40.0,11.0,0.0,232921.0,824736.0,0.0,0.0
5289,76db031a-1774-42ea-8e2e-f36832f906a8,ea7de623-078b-430f-a0b7-3a98043b5d84,Fully Paid,405812.0,Long Term,714.0,1168272.0,6 years,Rent,Debt Consolidation,17329.33,9.5,,8.0,0.0,311201.0,484968.0,0.0,0.0
5290,e0f5754d-ec00-4e64-9772-533ae8299400,3e38a16d-e0e5-4599-b019-ab21df76db0f,Fully Paid,99999999.0,Short Term,724.0,2234628.0,4 years,Rent,Debt Consolidation,48975.54,16.5,31.0,20.0,0.0,803966.0,1298330.0,0.0,0.0
5291,a821981c-96a8-42d2-8be6-a44baf8b942d,37d5229c-f169-4e61-9dd0-130c4f25d388,Fully Paid,99999999.0,Short Term,672.0,964098.0,4 years,Own Home,Other,17192.91,15.5,30.0,9.0,0.0,33193.0,55858.0,0.0,0.0
5292,a459203d-b432-4ac4-831a-222ada5e2387,8824281b-432b-4fad-901c-e9e8237aa54e,Charged Off,281028.0,Short Term,737.0,1773593.0,10+ years,Home Mortgage,Debt Consolidation,10212.88,19.3,33.0,8.0,0.0,240426.0,317790.0,0.0,0.0
5293,7942557d-31ed-482e-9dcd-71e66d9ffadf,2e8aa9e3-aea6-4fbf-a59a-ef6f677bb24f,Fully Paid,402094.0,Short Term,712.0,1003219.0,2 years,Rent,Debt Consolidation,5868.72,8.2,,10.0,0.0,94126.0,272492.0,0.0,0.0
5294,6be88755-b37d-4527-8204-e76d45999e24,bb05736f-73df-4816-9075-48525bf061ff,Fully Paid,75152.0,Short Term,717.0,1576411.0,10+ years,Rent,other,26404.68,20.2,20.0,12.0,0.0,409051.0,792022.0,0.0,0.0
5295,02a87f27-11d4-4c61-9045-df9eb97c3a5c,a589deeb-2781-4714-9403-e7f2f58af75d,Fully Paid,336666.0,Short Term,705.0,1066109.0,2 years,Rent,Debt Consolidation,19456.57,14.9,,19.0,0.0,441427.0,632566.0,0.0,0.0
5296,5cde9447-10e6-46c7-8bd3-6d42c2a8e60d,eb952c74-9f64-4b89-8f00-a17b7a51180f,Charged Off,506352.0,Short Term,736.0,960203.0,,Rent,Debt Consolidation,15779.31,28.5,,5.0,0.0,251655.0,758846.0,0.0,0.0
5297,d1164bbb-623a-45f5-99ce-c931c73e0382,a17f722d-1147-4eae-be7a-82a57abffa2a,Fully Paid,208362.0,Short Term,748.0,1148664.0,2 years,Rent,Debt Consolidation,21824.54,13.1,,14.0,0.0,263720.0,869946.0,0.0,0.0
5298,d3cc9f9d-8a16-4ade-b01e-c38c3e38b27b,5c4007fe-fbda-4869-ab06-2de72627661d,Fully Paid,626098.0,Long Term,671.0,2413950.0,< 1 year,Home Mortgage,Home Improvements,28162.75,28.5,14.0,13.0,0.0,316141.0,802780.0,0.0,0.0
5299,483e16e3-f54d-4b78-897c-3f9c21241058,193090ca-be10-47e1-a32d-776c809b8a3a,Fully Paid,174460.0,Short Term,705.0,979412.0,8 years,Home Mortgage,Debt Consolidation,5859.98,15.4,18.0,8.0,0.0,119073.0,157014.0,0.0,0.0
5300,4208a920-1951-4041-90fc-baa0bd5a4e15,078f74e1-14cc-4ab0-b531-fa669d42afd8,Fully Paid,108086.0,Short Term,723.0,858705.0,10+ years,Rent,Debt Consolidation,25617.89,17.4,56.0,21.0,2.0,231287.0,339416.0,2.0,0.0
5301,a5c8640d-0e69-4216-8728-2edf74f5ae5b,00498bfb-2998-4d48-9d98-a643bebada9c,Fully Paid,107602.0,Short Term,749.0,556681.0,4 years,Rent,other,8350.31,10.3,39.0,5.0,0.0,37677.0,68904.0,0.0,0.0
5302,a8349822-15d7-48b0-b30a-2e2bcc33feae,91f67550-657a-46f8-9d8e-69ef0a450222,Fully Paid,86284.0,Short Term,712.0,1332147.0,5 years,Home Mortgage,Home Improvements,10490.66,16.8,49.0,18.0,1.0,61655.0,228800.0,0.0,1.0
5303,10374be7-f874-4f6c-b543-633f42d03aa3,496cadac-c38f-4a02-856c-ebf7d43c104c,Charged Off,609224.0,Long Term,712.0,1841518.0,10+ years,Home Mortgage,Debt Consolidation,14087.55,29.0,,12.0,0.0,455848.0,1011164.0,0.0,0.0
5304,768ea73f-77d7-466c-8742-04f84cf6668a,ed942cc4-5a4f-49d7-83f3-fd2d08121d66,Fully Paid,264616.0,Long Term,706.0,1885332.0,10+ years,Home Mortgage,major_purchase,3959.22,21.6,23.0,12.0,0.0,2603.0,177716.0,0.0,0.0
5305,91085313-9710-459b-a221-9e241c6d87e4,a106dc78-0126-4e3c-bafa-c0e87682a5e2,Charged Off,400554.0,Long Term,6200.0,949050.0,10+ years,Home Mortgage,Other,14868.45,24.0,,9.0,0.0,268698.0,511720.0,0.0,0.0
5306,3fea8ada-3ae5-42f4-8d13-fcd501a97e85,1eb253f2-33c5-45a2-8a27-826678ca9bc5,Fully Paid,91542.0,Short Term,740.0,386251.0,,Rent,Debt Consolidation,7853.84,16.9,,13.0,1.0,53922.0,315370.0,1.0,0.0
5307,a0d2abd8-37d4-458e-9fa4-3eb5c3451dbd,508013ae-7cc6-4e8b-9218-7441d90876cc,Charged Off,516868.0,Short Term,739.0,1785506.0,,Home Mortgage,Debt Consolidation,9954.29,26.9,38.0,4.0,0.0,29203.0,135784.0,0.0,0.0
5308,e05b579c-f262-480b-929d-061d567af293,c8afc12a-d10e-4d0c-a846-534e3399934b,Fully Paid,131780.0,Short Term,740.0,853632.0,5 years,Home Mortgage,Debt Consolidation,7611.59,19.0,12.0,8.0,0.0,74347.0,197890.0,0.0,0.0
5309,372938d9-7636-47bd-96a0-09582b0d6917,380b0c7e-c547-4fec-ad21-7f06de13dfb3,Fully Paid,621610.0,Short Term,723.0,2454135.0,10+ years,Rent,Business Loan,35584.91,26.5,47.0,10.0,2.0,678509.0,1112804.0,0.0,0.0
5310,eb630300-1ab5-4d22-9bf6-a6bc6d227151,ecf7fed8-410b-4b89-9ab7-1748c64569f5,Fully Paid,349074.0,Short Term,746.0,1130538.0,2 years,Own Home,Debt Consolidation,18088.57,12.0,15.0,28.0,0.0,253061.0,1369192.0,0.0,0.0
5311,171fa398-bd51-468a-bb13-78899d101527,28e63dd2-762a-4b6a-b931-d77131e8347b,Fully Paid,774862.0,Long Term,691.0,2781923.0,10+ years,Home Mortgage,Debt Consolidation,66302.4,23.2,5.0,21.0,0.0,2088670.0,2963796.0,0.0,0.0
5312,194c00a4-18c0-420c-9b20-a0808aa64695,eea727a5-6324-463c-a081-d4b8f33ed8cf,Fully Paid,94600.0,Short Term,,,10+ years,Rent,Debt Consolidation,9826.04,28.0,43.0,6.0,0.0,194579.0,294888.0,0.0,0.0
5313,9f7fef79-30bb-4a95-a52b-349443dd2828,ab06822d-9d65-4879-abbb-15beb19fa029,Charged Off,59620.0,Short Term,,,10+ years,Rent,Debt Consolidation,25970.91,21.0,7.0,10.0,0.0,189012.0,762542.0,0.0,0.0
5314,0b2aaa92-8535-4c0a-b4d9-1f19c981919b,3c9ed3e4-97c3-4625-a38f-0e713a9d6b0b,Fully Paid,222948.0,Short Term,721.0,693158.0,3 years,Home Mortgage,Debt Consolidation,13747.83,20.0,55.0,7.0,0.0,387562.0,1271248.0,0.0,0.0
5315,da0d93d2-f9ff-4a5e-b8a5-c5eff9155014,ed7b7520-4720-4d73-b601-bca95dd93144,Fully Paid,530794.0,Long Term,735.0,1050548.0,< 1 year,Rent,Debt Consolidation,18209.22,14.9,37.0,11.0,0.0,474715.0,728024.0,0.0,0.0
5316,732a1d01-ef99-4c53-86b9-c2e970952c90,569c69ba-f20d-4766-80b0-82b39aab317d,Fully Paid,675114.0,Long Term,701.0,2526563.0,5 years,Home Mortgage,Debt Consolidation,33687.38,25.5,37.0,19.0,0.0,446025.0,647966.0,0.0,0.0
5317,347c0c89-5553-4d29-aec2-b8d8542a9244,d0de81bf-7979-41d1-b8b8-9c932c1f1b94,Fully Paid,130614.0,Short Term,668.0,403275.0,3 years,Own Home,Debt Consolidation,1280.22,10.4,29.0,4.0,0.0,58653.0,163262.0,0.0,0.0
5318,87f78091-5f7f-49b5-b839-62f086b78e75,62041dd2-ff07-478d-9dcc-86670e557a55,Charged Off,156618.0,Short Term,668.0,772920.0,< 1 year,Rent,other,1185.03,22.1,5.0,6.0,0.0,14079.0,91652.0,0.0,0.0
5319,5e0c0a50-125e-4c50-b245-93640d0ff79e,ba965d97-1622-48dc-984d-200a47a5d18d,Fully Paid,426184.0,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,31118.96,13.9,,12.0,0.0,619476.0,882288.0,0.0,0.0
5320,81884f3e-6e9f-45cc-9294-bf0877e64953,a25bcd36-f6ef-4494-809d-a865a1d8c6e6,Charged Off,319308.0,Long Term,666.0,955890.0,1 year,Rent,Debt Consolidation,18241.71,15.6,,9.0,1.0,233187.0,338778.0,0.0,1.0
5321,5562454e-4d78-4789-92a0-fd2960ce17ed,4c04da88-2e60-49f3-8585-a656d596815b,Fully Paid,224554.0,Short Term,725.0,814511.0,9 years,Rent,Debt Consolidation,17308.43,16.8,53.0,10.0,0.0,193154.0,341968.0,0.0,0.0
5322,dc9fb589-9f83-4266-83ed-6ed89405386f,27d56c06-bbcd-4cf6-80d2-fd091d59dd1e,Fully Paid,301620.0,Short Term,749.0,1581579.0,2 years,Home Mortgage,Debt Consolidation,15420.21,14.5,,20.0,0.0,133475.0,426910.0,0.0,0.0
5323,4b49cc3b-227f-409b-af4f-1105b48087e8,baee54f1-f8ca-449b-9f07-c03b756ec965,Fully Paid,517220.0,Short Term,726.0,1582054.0,10+ years,Rent,Debt Consolidation,14238.41,12.1,,5.0,0.0,178068.0,239734.0,0.0,0.0
5324,88d055f8-b7bb-4788-b2aa-2d27b9dfcfe2,334b00c6-bf6e-4772-9c98-c551d51193bd,Fully Paid,670692.0,Long Term,,,3 years,Home Mortgage,other,71237.65,42.1,,11.0,0.0,1739773.0,2149906.0,0.0,0.0
5325,8ba5f997-a4b5-4a0e-81ea-6017815225a8,9b1fd215-46b8-4d66-be93-792615975564,Fully Paid,432564.0,Short Term,751.0,1793182.0,7 years,Home Mortgage,Debt Consolidation,8607.19,19.4,,14.0,0.0,314963.0,1513270.0,0.0,0.0
5326,d7e1d6d1-ee99-4111-9c13-ee60f3fd198e,3e1c5dc2-d279-4cf9-b81b-f5e6af21fa4f,Fully Paid,434852.0,Short Term,746.0,1314439.0,1 year,Rent,Debt Consolidation,19059.28,40.5,,10.0,0.0,574921.0,902022.0,0.0,0.0
5327,19fa1e64-1819-4ca5-86ac-a7c6c6cba8fc,11f8a9c8-b555-404c-af0f-7ff545c5062d,Fully Paid,387486.0,Short Term,717.0,1334978.0,10+ years,Home Mortgage,Debt Consolidation,18022.26,26.3,14.0,13.0,0.0,681511.0,910162.0,0.0,0.0
5328,ec555a8e-f3dd-4f7b-a0f8-27a5f0f586ca,ed0bab86-9a4e-49b5-8270-ebe76641ca17,Charged Off,630410.0,Long Term,,,< 1 year,Home Mortgage,Debt Consolidation,44236.56,20.5,7.0,10.0,0.0,987639.0,1272040.0,0.0,0.0
5329,d64c8107-7987-4fe9-8b86-231d7e5ed212,d85bc389-455c-4256-b5ee-4356bd1f0775,Fully Paid,412060.0,Long Term,674.0,1390097.0,2 years,Home Mortgage,Debt Consolidation,23851.65,13.8,,11.0,0.0,605606.0,717002.0,0.0,0.0
5330,877b3495-b072-47ff-acad-bc539f84003f,23723949-d82f-4521-82ca-43b8b16f3484,Fully Paid,255970.0,Short Term,745.0,1153338.0,10+ years,Home Mortgage,Debt Consolidation,8861.41,16.7,,9.0,1.0,95817.0,215842.0,1.0,0.0
5331,64cd5f22-e8a3-4ac9-b787-568dc17e416c,f3ca2d11-aead-43d6-8ac5-9fb60b79db76,Fully Paid,99999999.0,Short Term,729.0,754984.0,2 years,Rent,Debt Consolidation,2038.51,16.3,,6.0,0.0,68172.0,113586.0,0.0,0.0
5332,cdc1597a-70d4-43ea-ae82-dbf502f3e0d3,2ec4a88b-e69d-4ede-963c-bf912c2f1f76,Fully Paid,131824.0,Short Term,724.0,1364922.0,5 years,Own Home,Home Improvements,15469.23,12.0,33.0,11.0,0.0,308617.0,494274.0,0.0,0.0
5333,1b142012-eb39-426c-9325-7816ad4e8408,fb853ebe-af06-4233-9092-cd29492398c5,Fully Paid,396484.0,Long Term,725.0,1521824.0,10+ years,Home Mortgage,Debt Consolidation,29548.61,15.4,44.0,12.0,0.0,1671012.0,2559326.0,0.0,0.0
5334,cd638b1f-4d76-4c2f-b7a4-a478774cd6c8,9d50a72a-b08c-4799-95f7-b568cec0b810,Fully Paid,121550.0,Short Term,748.0,954370.0,2 years,Rent,Debt Consolidation,9941.37,15.4,,8.0,0.0,126711.0,541354.0,0.0,0.0
5335,ebbc4fe5-1b66-4873-b6e4-b7981d534199,28a9b6c0-a097-4d9f-8d24-97d0186233b1,Fully Paid,110308.0,Short Term,741.0,682556.0,10+ years,Rent,Debt Consolidation,13543.01,27.5,,9.0,1.0,57817.0,138908.0,1.0,0.0
5336,d1c185fc-2c9f-4be8-99e4-e8ad79879e9a,7dfca8f3-43fb-44d5-a027-1d1987b00555,Fully Paid,150326.0,Short Term,712.0,723292.0,2 years,Home Mortgage,Debt Consolidation,14646.53,13.5,,13.0,0.0,122056.0,199606.0,0.0,0.0
5337,cd64e498-c8d0-4d71-b83a-c8cf4d820a4a,cb1d79bd-1f7e-4741-a1bc-329c2a9e0d31,Charged Off,554598.0,Short Term,701.0,1921660.0,7 years,Home Mortgage,Buy a Car,22899.94,27.4,,14.0,0.0,138301.0,584430.0,0.0,0.0
5338,c13d5cf7-1e1c-4546-a64b-e361840ad185,96921701-c6e4-48a5-bd45-d160d896954b,Fully Paid,687038.0,Long Term,721.0,2256326.0,9 years,Home Mortgage,Debt Consolidation,4023.82,25.9,36.0,3.0,0.0,172368.0,225522.0,0.0,0.0
5339,e778e15b-35c0-47c5-9ab5-60860467569c,0e9680ab-6136-4caa-9b60-f12b39be342f,Fully Paid,99999999.0,Short Term,734.0,950095.0,7 years,Rent,Debt Consolidation,3198.65,14.0,,5.0,1.0,94525.0,255706.0,1.0,0.0
5340,2ca967c1-e8b8-4baf-b78b-8457ace86c1a,f003bc76-a4f7-4da0-9c24-f9e62c4a4cbb,Fully Paid,99999999.0,Short Term,746.0,1881760.0,10+ years,Rent,Debt Consolidation,5864.92,23.0,,5.0,0.0,342817.0,512182.0,0.0,0.0
5341,0fbd7743-4c9f-48f7-bbf8-55bf7a1b2681,959b1f1c-6422-43ae-994e-33b3851acf42,Fully Paid,99999999.0,Short Term,721.0,969988.0,10+ years,Rent,Debt Consolidation,22875.62,20.5,,11.0,1.0,168245.0,257686.0,1.0,0.0
5342,fc872916-d65b-4c65-bb38-13d6e9b90545,1da1a458-1027-4da4-894e-6f01a7b0c4d1,Fully Paid,219054.0,Short Term,708.0,945915.0,1 year,Rent,Debt Consolidation,14346.33,6.9,15.0,12.0,0.0,133285.0,422796.0,0.0,0.0
5343,1e3cabdc-ce1c-4449-bbd2-282fea49ab00,22e2f182-2ef4-4ec2-ba19-e601ecf13118,Charged Off,469700.0,Long Term,7320.0,1113894.0,10+ years,Rent,small_business,13737.95,15.0,,4.0,0.0,77615.0,107492.0,0.0,0.0
5344,5c3a0ed3-2db8-4549-b0e2-41624247cee0,0cb7476c-8c96-4386-a994-34ed9e0ef3f1,Fully Paid,151448.0,Short Term,,,10+ years,Own Home,other,6317.31,16.5,30.0,5.0,0.0,145749.0,227128.0,0.0,0.0
5345,3c9cb531-ae1c-429e-8530-ebaa8f60b7d9,efa2576d-2555-4387-9777-92c3dbed63ca,Fully Paid,241340.0,Short Term,698.0,1705383.0,1 year,Rent,other,4249.16,10.4,,3.0,0.0,148846.0,184316.0,0.0,0.0
5346,2cbc7744-1900-4fc0-9f5c-2f317f621ac5,7be198b8-4386-4770-a7c0-1d03c66004c0,Charged Off,216590.0,Long Term,710.0,1664799.0,< 1 year,Home Mortgage,Debt Consolidation,15676.71,19.0,16.0,9.0,0.0,123367.0,229658.0,0.0,0.0
5347,75b15dff-24b5-47b4-9cb3-0104c6d2daab,093a8a29-a9f7-4ed3-ad70-c0ef09535e5a,Fully Paid,415096.0,Long Term,687.0,1311095.0,5 years,Rent,Debt Consolidation,19557.27,20.5,35.0,14.0,0.0,342000.0,577258.0,0.0,0.0
5348,ba81e122-b6a3-40aa-96a0-2633de0a4f47,a75af358-0532-4154-ab9b-305cb328677c,Charged Off,285714.0,Short Term,697.0,827298.0,8 years,Rent,Debt Consolidation,18683.08,16.5,,18.0,0.0,452675.0,784674.0,0.0,0.0
5349,4fdcc22f-d5c8-4c2e-b49b-7cf931dcac74,c0e7191d-b08f-46d3-a593-296cc12da7eb,Fully Paid,734492.0,Long Term,668.0,1817806.0,10+ years,Home Mortgage,Debt Consolidation,20904.75,21.6,,8.0,1.0,196346.0,261030.0,1.0,0.0
5350,bfafab49-ed29-4877-baf5-d5dd93cf81aa,709918f5-c104-4e8e-8f04-22e7630525fd,Fully Paid,676500.0,Short Term,710.0,1752750.0,7 years,Rent,Debt Consolidation,25531.82,35.8,78.0,8.0,0.0,351234.0,439648.0,0.0,0.0
5351,c43fcfe0-1e93-4a99-947c-408174549b60,2267a928-ad99-46e0-a62d-e8ae74ffea5c,Fully Paid,99999999.0,Short Term,682.0,607221.0,7 years,Home Mortgage,Debt Consolidation,6729.99,21.7,,10.0,1.0,68856.0,185416.0,1.0,0.0
5352,7bd3b1c0-1bf5-43dc-8fed-89676c784a3f,dff9cc67-4f6f-4075-8977-88702ad29385,Fully Paid,280940.0,Long Term,,,5 years,Own Home,Debt Consolidation,9796.78,23.0,,20.0,1.0,259958.0,584496.0,1.0,0.0
5353,d0b13b27-9c79-4a7b-872f-0a63b3c6a607,2508e810-6323-434e-b85f-50aa8b7a310b,Fully Paid,513040.0,Long Term,714.0,963205.0,10+ years,Home Mortgage,Debt Consolidation,12280.84,21.0,6.0,4.0,0.0,390678.0,731984.0,0.0,0.0
5354,5cd5f288-6963-479b-82de-6c8e90122148,de14c9c6-98ad-4274-8f06-5116b98b7bf9,Fully Paid,99999999.0,Short Term,731.0,846355.0,1 year,Rent,Debt Consolidation,5755.1,10.5,,5.0,0.0,91960.0,146652.0,0.0,0.0
5355,de0e7b59-6e57-4d5e-b256-de5cfa7750d9,1a1bd031-82f5-4440-b186-1eb2b3453670,Fully Paid,403436.0,Short Term,660.0,1780870.0,10+ years,Home Mortgage,Debt Consolidation,40514.65,19.8,,14.0,1.0,550943.0,750530.0,1.0,0.0
5356,025c1cb6-07f6-4169-95b9-2c32ca19cd04,d2c96717-2762-4a92-a107-45e1dac4bc32,Fully Paid,781858.0,Short Term,,,9 years,Rent,Debt Consolidation,24272.69,26.3,33.0,11.0,0.0,228304.0,300410.0,0.0,0.0
5357,e3b74a51-5953-47a2-809a-29117a7e59b5,8c84c3eb-8a4d-4ba7-a406-271ba32654b7,Fully Paid,664554.0,Long Term,700.0,1702666.0,2 years,Home Mortgage,Debt Consolidation,38593.75,22.3,35.0,11.0,0.0,542374.0,804100.0,0.0,0.0
5358,f92f3e03-bc3f-428a-a51d-df596598579b,3f573d60-6730-4594-84b6-f2e781dba0ef,Fully Paid,491788.0,Short Term,730.0,1969198.0,2 years,Home Mortgage,Debt Consolidation,27240.68,15.6,27.0,10.0,0.0,347624.0,409068.0,0.0,0.0
5359,2c635c30-d68e-44ef-938f-22fa1ce8633c,9195ef1e-3921-4c30-8e7f-232a04b6848a,Fully Paid,151668.0,Short Term,,,< 1 year,Rent,Debt Consolidation,3101.75,9.5,,4.0,0.0,113392.0,205788.0,0.0,0.0
5360,1bac8a9a-2d26-4680-aa0c-0da116cf2844,52bdd5bb-63e6-428a-ba86-9dc86f93fa46,Charged Off,252758.0,Short Term,727.0,965865.0,2 years,Rent,Debt Consolidation,22697.78,17.7,16.0,15.0,0.0,259768.0,344520.0,0.0,0.0
5361,7f4601cb-3f11-4200-a986-68104b5bc336,05aa5a76-d854-4790-9df0-b3420d38a450,Fully Paid,77484.0,Short Term,701.0,1567975.0,10+ years,Home Mortgage,Debt Consolidation,18293.01,15.6,36.0,8.0,0.0,26961.0,205370.0,0.0,0.0
5362,4cba2357-0069-41b5-bf4a-a8211b288259,1f304e24-d855-43be-bf5e-4bfd4271f149,Fully Paid,311850.0,Short Term,746.0,3866747.0,9 years,Home Mortgage,Debt Consolidation,33479.52,27.4,56.0,9.0,0.0,580659.0,1256728.0,0.0,0.0
5363,2acf0e48-8410-4334-b0da-7d0ff45707f3,5daf4337-236b-43fe-97f1-dc172bb445d6,Charged Off,358886.0,Short Term,698.0,933565.0,,Rent,Debt Consolidation,21316.48,5.8,,6.0,0.0,66671.0,95084.0,0.0,0.0
